tour_name,location,price,duration,rating,City,tour_id
[New Route] 2D1N Lan Ha Bay Excursion by Elite of The Seas Cruise,Ha Long Bay,614158,0.0,"9,6",Hạ Long,33
Tour vịnh Hạ Long trên du thuyền 6 sao - 2N1Đ,"Nhà Hát Lớn Hà Nội, Hà Nội, Việt Nam",1317396,0.0,-,Hạ Long,34
Tour Thủy Phi Cơ Tham Quan | Vịnh Hạ Long,Không tìm thấy,439452,0.0,-,Hạ Long,35
2D1N Tour | Explore Ha Long Bay with Ambassador Cruise,"Bãi Cháy, Hạ Long, Quảng Ninh, Vietnam",1250000,0.0,"9,0",Hạ Long,36
Chuyến tham quan trong ngày | Bao gồm Du thuyền Symphony Luxury 5 sao Vịnh Hạ Long với các lựa chọn đưa đón khứ hồi | Hạ Long - Việt Nam,"Hạ Long, Quảng Ninh, Vietnam",1000000,0.0,"9,6",Hạ Long,37
Chuyến tham quan 2N1Đ | Khám phá Vịnh Hạ Long cùng du thuyền Hermes,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",748125,0.0,"9,5",Hạ Long,38
Tour vịnh Hạ Long trên du thuyền 5 sao Sea Lion Premium - Tour 1 ngày,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",2312500,0.0,"10,0",Hạ Long,39
Khám phá Thể loại Tour ở Thành phố Hạ Long,"Tuan Chau International Marina: Tuan Chau, Ha Long, Quang Ninh",3787161,0.0,-,Hạ Long,40
Tour Dragonfly Cruise vịnh Hạ Long - 1 ngày,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",2312500,0.0,"10,0",Hạ Long,41
Tour du thuyền hạng 3 sao tại vịnh Hạ Long - 2N1Đ,Vịnh Hạ Long,907126,0.0,"10,0",Hạ Long,42
Tour vịnh Hạ Long trên du thuyền 3 sao Cozy Bay - Tour 2 ngày 1 đêm,[HANOI] Điểm hẹn - Nhà Hát Lớn Hà Nội,1111013,0.0,"9,3",Hạ Long,43
[New Route] 3D2N Ha Long & Lan Ha Bay Tour by Rosy Cruise,Ha Long Bay,879322,0.0,"10,0",Hạ Long,44
Vịnh Hạ Long và Bãi Cháy - Tour 2N1D,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",1562500,0.0,"10,0",Hạ Long,45
Du Thuyền Trong Ngày | Chuyến Đi Sang Trọng Trong Ngày tại Vịnh Hạ Long trên Du Thuyền Ambassador Cruise II + Buffet Bữa Trưa + Tuỳ chọn Xe Đưa Đón từ Hà Nội (Việt Nam/Du Thuyền Ngắm Cảnh),Không tìm thấy,1164001,0.0,"10,0",Hạ Long,46
Chuyến tham quan trong ngày | Du thuyền Hercules Vịnh Hạ Long + Bao gồm các lựa chọn đưa đón khứ hồi tùy chọn + Bao gồm bữa trưa + Trải nghiệm chèo thuyền kayak (Việt Nam / Thuyền tham quan),"Tuan Chau Marina: Tuan Chau, Ha Long, Quang Ninh",7521216,0.0,-,Hạ Long,47
[Route 2] Full Day Tour in Halong Bay by Reina Cruise,"Tuan Chau International Marina: Tuần Châu, Thành phố Hạ Long, Quảng Ninh, Vietnam",750000,0.0,-,Hạ Long,48
Một ngày trên du thuyền catamaran qua Vịnh Hạ Long & Lan Hạ,[HANOI] Meeting Point - Hanoi Opera House,1089127,0.0,"10,0",Hạ Long,49
Ha Long Bay Day Cruise,Không tìm thấy,6833384,0.0,-,Hạ Long,50
[New Route] 2D1N Halong & Lan Ha Bay Cruise Tour by Aspira Cruise,Không tìm thấy,750000,0.0,-,Hạ Long,51
Khám phá vịnh Hạ Long du thuyền 3 sao Wego Halong - Tour 1 ngày,"Hạ Long, Quảng Ninh, Vietnam",1000000,0.0,"9,6",Hạ Long,52
Ha Long Bay Day Tour: Diamond Cruise with Jacuzzi Pool Available (Optional Round-trip Transfer from Hanoi),"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",748125,0.0,"9,5",Hạ Long,53
[Route 2] 2D1N Halong Bay by Luxury Grand Pioneers Cruise,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",2312500,0.0,"10,0",Hạ Long,54
Khám phá vịnh Hạ Long với hành trình du thuyền 4 giờ - Tour 1 ngày,Không tìm thấy,3787161,0.0,"9,6",Hạ Long,55
Tour trong ngày | Du thuyền Amethyst Vịnh Hạ Long (Tùy chọn đưa đón khứ hồi từ Hà Nội),Không tìm thấy,5555451,0.0,-,Hạ Long,56
[New Route] 2D1N Halong & Lan Ha Bay by 5-Star Venus Cruise,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",3375000,0.0,"4,5",Hạ Long,57
[7% OFF] 2D1N Tour: Halong Phoenix Cruiser from Hanoi | Vietnam,"Tuan Chau International Marina: Tuần Châu, Thành phố Hạ Long, Quảng Ninh, Vietnam",1000000,0.0,-,Hạ Long,58
2D1N Tour | Capella Cruise (For non-Vietnamese Travelers),Vịnh Hạ Long,1168993,0.0,-,Hạ Long,59
Tour 3N2Đ | Du Thuyền Phoenix Hạ Long Từ Hà Nội,Hanoi Opera House,879322,0.0,-,Hạ Long,60
Trải nghiệm du thuyền 4 sao Vịnh Hạ Long và Vịnh Lan Hạ - Tour 2N1D,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",3875000,0.0,"9,6",Hạ Long,61
Khám phá vịnh Hạ Long trên du thuyền 4 sao Alova - Tour 1 ngày,"157 Hang Bac Street, Hoan Kiem District, Hanoi",922981,0.0,"9,5",Hạ Long,62
2D1N | Khám phá Vịnh Hạ Long với Paradise Elegance Cruise | Việt Nam,Ti Top Island,1281195,0.0,-,Hạ Long,63
[Route 1] Ha Long Bay Day Tour by Viet Dragon Cruise,"Tuan Chau Habour: Tuan Chau, Ha Long, Quang Ninh",3438905,0.0,-,Hạ Long,64
Trải nghiệm du thuyền 5 sao trên Vịnh Hạ Long & Lan Hạ - Tour 2N1D,Không tìm thấy,1051918,0.0,"10,0",Hạ Long,65
[Route 2] Halong Bay Day Tour by Thang Loi Cruise,Không tìm thấy,1008769,0.0,-,Hạ Long,66
[Route 2] Ha Long Bay Day Tour by 5-Star Vera Luxury Cruises,"Hạ Long, Quảng Ninh, Vietnam",1000000,0.0,"9,6",Hạ Long,67
[Route 2] 2D1N Halong Bay with Sunset Party by Sunlight Cruise,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",748125,0.0,"9,5",Hạ Long,68
[Route 2] Halong Bay Day Tour by Premium Dragon King 5-Star Cruise,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",2312500,0.0,"10,0",Hạ Long,69
Du thuyền trong ngày và ăn tối: Du thuyền ăn uống Paradise Delight | Vịnh Hạ Long Việt Nam,Không tìm thấy,3787161,0.0,-,Hạ Long,70
[Route 2] Ha Long Day Tour by 5-star Jewels of the Bay Cruise,Không tìm thấy,2942928,0.0,-,Hạ Long,71
"[Route 4] 2D1N Bai Tu Long, Ha Long Bay by Swan Boutique Cruise","Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",1375000,0.0,"4,9",Hạ Long,72
[Route 2] Ha Long Deluxe Day Tour by Binh An Cruise,"WXCR+X7X, Unnamed Road, Tuần Châu, Hạ Long, Quảng Ninh, Vietnam",5120031,0.0,-,Hạ Long,73
[New Route] Jadesails Ha Long Luxury Day Cruise Tour,"Ha Long International Cruise Port: Bai Chay, Ha Long, Quang Ninh",6068701,0.0,-,Hạ Long,74
Chuyến tham quan 2N1Đ | Khám phá Vịnh Hạ Long với Du thuyền Victory Wooden Junk,Phòng Chờ Du Thuyền Athena,6846930,0.0,"10,0",Hạ Long,75
Tour premium du thuyền vịnh Hạ Long với Cộng Cruise - 1 ngày,Không tìm thấy,2022900,0.0,"9,6",Hạ Long,76
2D1N Tour | 5-star Amanda Cruise | Ha Long Bay - World Heritage Site,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",3750000,0.0,-,Hạ Long,77
[Route 2] 2D1N Halong Bay by 5-Star Starlight Cruise,Không tìm thấy,947251,0.0,-,Hạ Long,78
Tour 2N1Đ và 3N2Đ | Du thuyền hoàng gia Athena,Không tìm thấy,1111013,0.0,-,Hạ Long,79
[Route 4] 2D1N Halong Bay Tour by Dragon Legend Cruise,"Tuan Chau International Marina: Lot 24, Tuan Chau, Ha Long, Quang Ninh",5610401,0.0,-,Hạ Long,80
Khám phá vịnh Hạ Long trên du thuyền Âu Cơ 5 sao - Tour 2N1Đ,Không tìm thấy,3787161,0.0,-,Hạ Long,81
Tour Ngày | Khám Phá Vịnh Hạ Long trên Du Thuyền Sang Trọng kèm Buffet Bữa Trưa (HDV Đa Ngôn Ngữ),"Hạ Long, Quảng Ninh, Vietnam",1000000,0.0,"9,6",Hạ Long,82
Chuyến tham quan trong ngày | Du thuyền Hercules Premium Vịnh Hạ Long + bao gồm phương tiện di chuyển + Bao gồm bữa trưa + Trải nghiệm chèo thuyền kayak (Việt Nam / thuyền ngắm cảnh) (Tùy chọn đưa đón khứ hồi từ Hà Nội),"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",748125,0.0,"9,5",Hạ Long,83
[Route 2] 2D1N Explore Halong Bay by La Regina Royal Cruise,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",2312500,0.0,"10,0",Hạ Long,84
[New Route] 2D1N Ha Long & Lan Ha Bay Tour by 5-Star Peony Cruise,Không tìm thấy,3787161,0.0,-,Hạ Long,85
Khoảng giá,Không tìm thấy,4329716,0.0,-,Hạ Long,86
Loại hoạt động hoặc hạng mục,Vietnam,3600859,0.0,-,Hạ Long,87
[New Route] 2D1N Halong & Lan Ha Bay by Velar of The Seas Cruise,Tuan Chau International Marina,7147683,0.0,-,Hạ Long,88
Halong Bay 2D1N Tour with Sapphire Cruise,Không tìm thấy,1000238,0.0,-,Hạ Long,89
2D1N & 3D2N Tour | 5 Stars Indochine Premium Cruise Ha Long Bay (For Non-Vietnamese Travelers),Không tìm thấy,1213791,0.0,"10,0",Hạ Long,90
Chuyến tham quan trong ngày | Bao gồm Du thuyền Maia Luxury 5 sao với các lựa chọn đưa đón khứ hồi | Hạ Long - Việt Nam,Không tìm thấy,3450394,0.0,-,Hạ Long,91
[Route 2] 2D1N Halong Bay by Alisa Premier Luxury 5 Stars Cruise,Không tìm thấy,1038641,0.0,-,Hạ Long,92
Day Tour | Discover Ha Long Bay UNESCO World Heritage on Wooden Day Cruise 6-hour itinerary with Japanese / Korean / Chinese / English Guide Option Available : Optional Limousine Bus Round-trip Transportation via New Expressway - Seafood Set Menu Lunch (From Hanoi / Halong) | Vietnam,Không tìm thấy,2899414,0.0,-,Hạ Long,93
[Route 2] Ha Long Bay Day Tour by 5-Star Huy Loc Luxury Cruise,Không tìm thấy,8981902,0.0,-,Hạ Long,94
"[Route 4] 2D1N Bai Tu Long, Ha Long Bay by La Regina Classic Cruise",Tuan Chau International Marina,4395589,0.0,"10,0",Hạ Long,95
[Route 2] Ha Long Bay Small Group Day Tour by Wonder Ha Long Cruise,Không tìm thấy,1428747,0.0,-,Hạ Long,96
[Route 2] 2D1N Mystical Halong Bay Tour by Oriental Cruise,Không tìm thấy,6041892,0.0,-,Hạ Long,97
[New Route] 2D1N Lan Ha Bay Excursion by Ambassador Signature Cruise,Không tìm thấy,8547858,0.0,"10,0",Hạ Long,98
[New Route] 2D1N Halong & Lan Ha Bay by 5-Star Rita Cruise,"Hạ Long, Quảng Ninh, Vietnam",1000000,0.0,"9,6",Hạ Long,99
Chuyến tham quan trong ngày | Du thuyền hàng ngày La Casta - Khám phá Di sản Thế giới được UNESCO công nhận Vịnh Hạ Long - Có dịch vụ đưa đón khứ hồi từ Hà Nội,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",748125,0.0,"9,5",Hạ Long,100
2D1N & 3D2N | Discover Ha Long Bay - World Heritage site with Hera Grand Luxury Cruise + Kayak experience + Free roundtrip shuttle bus from Hanoi until 30.09.2024,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",2312500,0.0,"10,0",Hạ Long,101
[New Route] 2D1N Lan Ha Bay by Le Journey Luxury Cruise,Không tìm thấy,3787161,0.0,-,Hạ Long,102
[Route 2] 2D1N Explore Ha Long Bay by Dragon Crown Cruise,Không tìm thấy,5409975,0.0,"8,5",Hạ Long,103
[New Route] 2D1N Halong and Lan Ha Bay by Calypso Cruise,Không tìm thấy,3777676,0.0,-,Hạ Long,104
[New Route] 2D1N Ha Long Lan Ha Bay by Erina Cruise,Không tìm thấy,7017220,0.0,"8,5",Hạ Long,105
[Route 2] Ha Long Bay Day Tour by Ha Long Princess Cruise,Không tìm thấy,1171105,0.0,"9,6",Hạ Long,106
Ha Long Adventure: V'Spirit Cruise in Lan Ha Bay | 2D1N & 3D2N | Vietnam,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",2271250,0.0,"8,5",Hạ Long,107
2D1N | Chuyến đi du thuyền 5 sao cao cấp tại Vịnh Hạ Long - Di sản Thế giới được UNESCO công nhận Vịnh Lan Hạ (Xác nhận ngay): Vận chuyển khứ hồi tùy chọn qua đường cao tốc mới (Từ Hà Nội / Hạ Long) | Việt Nam,Không tìm thấy,1217365,0.0,-,Hạ Long,108
2D1N Tour | Aspira Cruise (For Non-Vietnamese Travelers),"Tuan Chau International Marina: Tuan Chau, Ha Long, Quang Ninh",5846317,0.0,"6,0",Hạ Long,109
3D2N Discover Halong Bay with Paradise Elegance Cruise | Vietnam,"Tuan Chau International Marina: Tuan Chau, Ha Long, Quang Ninh",7350152,0.0,-,Hạ Long,110
Du thuyền trên Vịnh Hạ Long - Tour riêng 1 ngày,"Tuan Chau International Marina: Tuan Chau, Ha Long, Quang Ninh",5799083,0.0,"7,5",Hạ Long,111
[Route 2] Ha Long Bay Day Tour by 5-Star V'Dream Cruises,Không tìm thấy,5409975,0.0,-,Hạ Long,112
[Route 2] 2D1N Halong Bay by 5 Stars Paradise Sails,Không tìm thấy,11568549,0.0,-,Hạ Long,113
[New Route] 2D1N Lan Ha Bay Tour by Aqua of the Seas Cruise,"Hạ Long, Quảng Ninh, Vietnam",1000000,0.0,"9,6",Hạ Long,114
[New Route] 2D1N Lan Ha Bay Excursion by 5-Star Dragon Bay Cruise,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",748125,0.0,"9,5",Hạ Long,115
Ha Long Adventure: V'Spirit Cruise in Lan Ha Bay | 2D1N & 3D2N | Vietnam,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",2312500,0.0,"10,0",Hạ Long,116
[Route 2] 2D1N Explore Halong Bay by Au Co Cruise,"Tuan Chau Marina: Tuan Chau, Ha Long, Quang Ninhy",3787161,0.0,-,Hạ Long,117
Ha Long Adventure: V'Spirit Cruise in Lan Ha Bay | 2D1N & 3D2N | Vietnam,"Tuan Chau Harbor: Ngoc Chau ward, Tuan Chau, Ha Long City, Quang Ninh, Vietnam",2665541,0.0,"9,5",Hạ Long,118
[New Route] 2D1N Halong & Lan Ha Bay Tour by La Pandora Cruise,"Rosy lounge: Block No.26 Tuan Chau Marina, Tuan Chau, Ha Long, Quang Ninh",4395589,0.0,"9,6",Hạ Long,119
[Route 2] 2D1N Halong Bay Cruise Tour by Lavender Elegance Cruise,Tuan Chau Marina,1240855,0.0,-,Hạ Long,120
[Route 2] 3D2N Halong Bay and Caves by Sunlight Cruise,"Halong International Cruise Port: Bai Chay, Ha Long, Quang Ninh",6675596,0.0,"10,0",Hạ Long,121
[Route 2] Halong Bay by Arirang Cruise with Korean Speaking Guide,"Tuan Chau International Marina: Tuan Chau, Ha Long, Quang Ninh",5326996,0.0,"10,0",Hạ Long,122
[New Route] 2D1N Halong & Lan Ha Bay Tour by Rosy Cruise,Vịnh Hạ Long,1180895,0.0,-,Hạ Long,123
[Route 2] 5-hour Ha Long Bay Tour by Tonkin Cruise,"Tuan Chau International Marina: Tuan Chau, Ha Long, Quang Ninh",6733299,0.0,"8,5",Hạ Long,124
"[Route 4] 2D1N Bai Tu Long, Ha Long Bay by Signature Cruise","No.28 A, Tuan Chau Marina, Quang Ninh",6297087,0.0,"9,5",Hạ Long,125
[New Route] 2D1N Lan Ha Bay Excursion by 5-Star Verdure Lotus Cruise,"Bãi Cháy, Hạ Long, Quảng Ninh, Vietnam",7441556,0.0,-,Hạ Long,126
Tour trong ngày | Du thuyền hạng sang Wonder Bay Vịnh Hạ Long: Xe đưa đón bằng Limousine tùy chọn (Hướng dẫn viên tiếng Anh/Việt/Hàn/Trung/Nhật/Nga),Ha Long International Cruise Port,4193375,0.0,"9,5",Hạ Long,127
[New Route] 2D1N Halong & Lan Ha Bay Excursion by 5-Star Sena Cruise,Hanoi Opera House,1041705,0.0,"9,5",Hạ Long,128
2D1N & 3D2N | 5* Lotus D'Orient Cruise 18 Cabins (For non-Vietnamese Travelers),Ha Long Bay,3371500,0.0,-,Hạ Long,129
[Route 2 and New Route] 3D2N Halong Bay by 5-Star Starlight Cruise,"Hạ Long, Quảng Ninh, Vietnam",1000000,0.0,"9,6",Hạ Long,130
[New Route] 2D1N Halong & Lan Ha Bay Cruise Tour by Doria Cruise,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",748125,0.0,"9,5",Hạ Long,131
[Route 2] Ha Long Bay Day Tour by 5-Star Sunlight Grand Cruise,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",2312500,0.0,"10,0",Hạ Long,132
[Route 2] 2D1N Halong Bay Cruise Tour by Mila Cruise,"Tuan Chau Marina: Tuan Chau, Ha Long, Quang Ninh",3787161,0.0,-,Hạ Long,133
Ha Long Adventure: V'Spirit Cruise in Lan Ha Bay | 2D1N & 3D2N | Vietnam,"Hạ Long, Quảng Ninh, Vietnam",1000000,0.0,"9,6",Hạ Long,134
Dining Experience by 5-star Luna Ha Long Cruise,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",748125,0.0,"9,5",Hạ Long,135
[New Route] 2D1N Lan Ha Bay by Le Journey Elegance Cruise,"Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh, Vietnam",2312500,0.0,"10,0",Hạ Long,136
[Route 2] Halong Day Tour by 5-Stars Classy Ambrose Cruise,"Tuan Chau Marina: Tuan Chau, Ha Long, Quang Ninh",3787161,0.0,-,Hạ Long,137
Ba Na Hills (Vietnam Golden Bridge) - Day Tour,"Hoà Ninh, Hòa Vang, Đà Nẵng, Vietnam",771084,9.5,"9,2",Đà Nẵng,138
Tour lặn ống thở & đi bộ đáy biển tại Cù Lao Chàm - 1 ngày,"Chàm Islands, Cham Islands, Tân Hiệp, Hội An, Quảng Nam, Vietnam",1600000,6.5,"9,0",Đà Nẵng,139
Tour lặn ống thở tại đảo Cù Lao Chàm - 1 ngày,"Chàm Islands, Cham Islands, Tân Hiệp, Hội An, Quảng Nam, Vietnam",1250000,6.5,"9,8",Đà Nẵng,140
"Tour chùa Linh Ứng, Ngũ Hành Sơn, Hội An - Nửa ngày","Đà Nẵng 551291, Vietnam",590361,6.75,"9,5",Đà Nẵng,141
Trải nghiệm dù lượn trên núi Sơn Trà | Đà Nẵng,núi Sơn Trà,2183316,0.0,"10,0",Đà Nẵng,142
Khám phá Đà Nẵng và Hội An - Tour 3N2Đ (Đón tại sân bay),"Đà Nẵng 550000, Vietnam",4397590,0.0,"6,0",Đà Nẵng,143
Tour Ngũ Hành Sơn và phố cổ Hội An - Nửa ngày,"Đà Nẵng 551291, Vietnam",435000,5.75,"9,2",Đà Nẵng,144
Đà Nẵng và Hội An - Tour 5N4Đ & Đưa đón khứ hồi giữa trung tâm thành phố Đà Nẵng và sân bay,"Đà Nẵng 550000, Vietnam",4981928,0.0,"8,5",Đà Nẵng,145
Tour premium Bà Nà Hills - 1 ngày,"Bà Nà Hills, Hoà Ninh, Hòa Vang, Đà Nẵng, Vietnam",1349398,6.5,"9,6",Đà Nẵng,146
My Son Sanctuary Half Day Tour from Da Nang,"Rom Coffee: 368 Vo Nguyen Giap, Ngu Hanh Son, Da Nang",770010,0.0,-,Đà Nẵng,147
Tour Đà Nẵng Hội An - 1 ngày,"36 Bạch Đằng, Thạch Thang, Q. Hải Châu, Đà Nẵng 551291, Vietnam",1337349,12.0,"9,0",Đà Nẵng,148
Du thuyền sang trọng trên sông Hàn với bữa tối kiểu Việt Nam | Đà Nẵng,Du thuyền Dragon Đà Nẵng,1094123,0.0,"4,0",Đà Nẵng,149
Tour Đà Nẵng - Nửa ngày,"36 Bạch Đằng, Thạch Thang, Q. Hải Châu, Đà Nẵng 551291, Vietnam",745294,5.0,"10,0",Đà Nẵng,150
[Tour Traveloka Tiêu Biểu] Tour Trong Ngày Du Lịch Tự Túc Sun World Bà Nà Hills Khởi Hành Từ Đà Nẵng,120 Nguyễn Văn Thoại,179856,9.0,"8,0",Đà Nẵng,151
